Area,Circularity,Aspect_Ratio,Intensity_Mean,Intensity_Std,Intensity_Skew,Intensity_Kurt,Week,Cluster_Area,Detected_Cell_Number,Estimated_Cell_Number,Cluster_ID,Cluster_Name
12.387,0.778,1.71,11647.034,934.632,-0.113,0.301,0,1408.392,32,126,165011,week0_A01_cluster_1
11.05,0.788,1.362,11482.591,819.915,0.107,1.096,0,1408.392,32,126,165011,week0_A01_cluster_1
12.132,0.883,1.244,11421.644,903.183,0.292,4.409,0,1408.392,32,126,165011,week0_A01_cluster_1
19.987,0.821,1.43,11340.278,952.429,-0.768,1.716,0,1408.392,32,126,165011,week0_A01_cluster_1
20.007,0.749,1.456,11547.507,914.865,0.402,3.847,0,1408.392,32,126,165011,week0_A01_cluster_1
12.784,0.884,1.227,11611.91,748.119,-0.029,0.651,0,1408.392,32,126,165011,week0_A01_cluster_1
9.173,0.91,1.063,11556.507,604.438,0.493,0.27,0,1408.392,32,126,165011,week0_A01_cluster_1
9.952,0.832,1.23,11459.883,746.858,-0.182,1.568,0,1408.392,32,126,165011,week0_A01_cluster_1
10.241,0.912,1.155,11644.787,782.746,0.549,0.876,0,1408.392,32,126,165011,week0_A01_cluster_1
8.555,0.858,1.437,11670.816,704.107,-0.586,2.032,0,1408.392,32,126,165011,week0_A01_cluster_1
7.634,0.765,1.638,11423.545,571.341,0.205,0.47,0,1408.392,32,126,165011,week0_A01_cluster_1
8.889,0.806,1.548,11693.845,558.202,0.073,-0.078,0,1408.392,32,126,165011,week0_A01_cluster_1
10.8,0.869,1.443,11681.042,609.958,0.521,0.782,0,1408.392,32,126,165011,week0_A01_cluster_1
7.649,0.87,1.096,11708.45,935.206,0.272,2.138,0,1408.392,32,126,165011,week0_A01_cluster_1
6.12,0.833,1.45,11468.438,827.357,0.422,1.871,0,1408.392,32,126,165011,week0_A01_cluster_1
12.706,0.807,1.314,11665.177,856.441,-0.067,0.658,0,1408.392,32,126,165011,week0_A01_cluster_1
11.593,0.89,1.103,11602.791,829.906,-0.376,1.836,0,1408.392,32,126,165011,week0_A01_cluster_1
7.453,0.883,1.295,11500.82,790.539,-0.395,0.665,0,1408.392,32,126,165011,week0_A01_cluster_1
8.766,0.899,1.138,11556.817,793.956,-0.192,1.055,0,1408.392,32,126,165011,week0_A01_cluster_1
12.338,0.889,1.176,11728.457,668.783,0.337,1.464,0,1408.392,32,126,165011,week0_A01_cluster_1
9.281,0.899,1.242,11621.705,790.169,0.915,2.177,0,1408.392,32,126,165011,week0_A01_cluster_1
14.186,0.842,1.364,11772.718,765.161,0.229,1.985,0,1408.392,32,126,165011,week0_A01_cluster_1
9.687,0.735,1.946,11688.581,634.888,-0.65,2.041,0,1408.392,32,126,165011,week0_A01_cluster_1
7.624,0.843,1.188,11801.197,706.621,0.376,-0.006,0,1408.392,32,126,165011,week0_A01_cluster_1
6.399,0.824,1.462,11830.016,732.739,-0.802,2.844,0,1408.392,32,126,165011,week0_A01_cluster_1
11.745,0.864,1.188,11658.728,894.607,-0.22,0.881,0,1408.392,32,126,165011,week0_A01_cluster_1
22.285,0.828,1.262,11756.713,873.092,-0.01,0.446,0,1408.392,32,126,165011,week0_A01_cluster_1
9.036,0.889,1.135,11718.678,808.189,0.656,1.234,0,1408.392,32,126,165011,week0_A01_cluster_1
7.321,0.846,1.495,11802.513,636.085,0.084,0.862,0,1408.392,32,126,165011,week0_A01_cluster_1
18.983,0.845,1.188,11695.279,849.892,0.317,1.938,0,1408.392,32,126,165011,week0_A01_cluster_1
11.103,0.847,1.23,11865.903,781.379,0.079,0.624,0,1408.392,32,126,165011,week0_A01_cluster_1
9.006,0.875,1.335,11716.838,960.261,0.255,2.18,0,1408.392,32,126,165011,week0_A01_cluster_1
